NAME,NTEE_CD,Category,Location,lat_lon
SYRIAN AMERICAN COUNCIL,A23,A,"25755 SOUTHFIELD RD, SOUTHFIELD, MI, 48075-1876","(-83.221351, 42.479729388888885)"
HOME BUILDERS ASSOCIATION OF SHIAWASSEE COUNTY INC,S41,S,"221 E EXCHANGE ST, OWOSSO, MI, 48867-3009","(-84.16899893877552, 42.998589775510204)"
PONTIAC ELKS LADIES KLUB,S81,S,"1956 SWARANNE DR, W BLOOMFIELD, MI, 48324-1054","(-83.41118692933064, 42.60944635324858)"
FAITH REDEMPTION CENTER CHURCH OF GOD IN CHRIST,X20Z,X,"15727 PLYMOUTH RD, DETROIT, MI, 48227-1633","(-83.20045998006486, 42.37219865)"
IRENE M AUBERLIN FOUNDATION,T20Z,T,"21725 MELROSE AVE, SOUTHFIELD, MI, 48075-5628","(-83.2573781, 42.4451481)"
FREEDOM TEMPLE INC,S20,S,"723 W PASADENA AVE, FLINT, MI, 48504-2659","(-83.71379163265306, 43.04623712244898)"
TOASTMASTERS INTERNATIONAL,A7XZ,A,"1300 GEZON PKWY SW, WYOMING, MI, 49509-9300","(-85.6960287143119, 42.85940815)"
CURIOUS KIDS MUSEUM,A520,A,"415 LAKE BLVD, SAINT JOSEPH, MI, 49085-1231","(-86.48360685714286, 42.108977714285714)"
RENAISSANCE ENTERPRISES COMPANY,A68Z,A,"901 LAY BLVD, KALAMAZOO, MI, 49001-3898","(-85.56967367676768, 42.27329954545455)"
ST INNOCENT RELIGIOUS COMMUNITY INC,B99,B,"9452 HAZELTON, REDFORD, MI, 48239-1138","(-83.266578, 42.360376)"
WARM KIDS PROJECT INC,P30Z,P,"2122 SYCAMORE LN, KALAMAZOO, MI, 49008-2032","(-85.62958654222935, 42.26992394758639)"
BAY AREA AMATEUR RADIO CLUB,A34,A,"3639 S EUCLID AVE, BAY CITY, MI, 48706-3430","(-83.9155365, 43.5904697)"
CHRISTIAN TRAINING CENTER CHURCH,X21,X,"4217 DICKERSON ST, DETROIT, MI, 48215-3300","(-82.96340963819095, 42.38670833165829)"
U P WHITETAILS ASSOCIATION INC,C300,C,"4332 M RD, ESCANABA, MI, 49829-9610","(-87.0797866, 45.7401867)"
WAYSIDE MISSIONARY BAPTIST CHURCH,X21,X,"4860 ROHNS ST, DETROIT, MI, 48214-1395","(-83.00296713309899, 42.379603700000004)"
WESTLAND HOCKEY ASSOCIATION,N60,N,"6120 N WILDWOOD, WESTLAND, MI, 48185-0000","(-83.37955603030302, 42.32929527272727)"
PRESERVATION NON-PROFIT HOUSING CORPORATION,L20,L,"1118 S WASHINGTON AVE, LANSING, MI, 48910-1659","(-84.55281519855583, 42.720991350000006)"
DOMINICAN CENTER FOR RELIGIOUS DEVELOPMENT,X20,X,"1355 TRENTON RD, ADRIAN, MI, 49221-1358","(-84.06366110589974, 41.90868387370298)"
MICHIGAN CANCER SOCIETY,G30Z,G,"4100 JOHN R ST, DETROIT, MI, 48201-2013","(-83.06200179367133, 42.35691185)"
SIERSMA PARENT TEACHERS PTO WARREN SCHOOLS,B94,B,"3100 DONNA AVE, WARREN, MI, 48091-3942","(-83.0746797181208, 42.48652591946309)"
MARWOOD MANOR AUXILIARY,E11,E,"1300 BEARD ST, PORT HURON, MI, 48060-6562","(-82.4469518, 42.9583226)"
NEW JERUSALEM TEMPLE MBC,X21,X,"17330 FENKELL ST, DETROIT, MI, 48227-1563","(-83.21303909090909, 42.401287424242426)"
JUST US CLUB INC,P33Z,P,"3150 GLAZIER WAY, ANN ARBOR, MI, 48105-2563","(-83.69213, 42.287931)"
MACOMB GRATIOT VALLEY MODEL ENGINEERS INC,A20,A,"281 NORTH AVE, MOUNT CLEMENS, MI, 48043-1765","(-82.88001933333334, 42.60971133333333)"
DETROIT THEATER ORGAN SOCIETY INC,A82Z,A,"6424 MICHIGAN AVE, DETROIT, MI, 48210-2957","(-83.12317186787021, 42.331643150000005)"
DELTA ALPHA SIGMA KAPPA HOUSE CORPORATION,N50,N,"415 W FOREST AVE, YPSILANTI, MI, 48197-2452","(-83.6184295, 42.2482425)"
WARREN-CENTERLINE THANKSGIVING PARADE COMMITTEE INC,A84M,A,"32774 MCCONNELL CT, WARREN, MI, 48092-3111","(-83.05481235577385, 42.534208027367214)"
FRIENDS OF THE ROSEVILLE PUBLIC LIBRARY INC,B71I,B,"29777 GRATIOT AVE, ROSEVILLE, MI, 48066-4198","(-82.9331786, 42.5028928)"
MICHIGAN STATE UNIVERSITY,O52,O,"201 W KALAMAZOO AVE, KALAMAZOO, MI, 49007-3726","(-85.587037, 42.2944382)"
HERITAGE CHRISTIAN ACADEMY ASSOCIATION,B24,B,"6312 QUAIL RUN DR, KALAMAZOO, MI, 49009-2811","(-85.67511077084731, 42.2773394)"
MILLPOND IMPROVEMENT ASSOCIATION INC,C32,C,"26704 DUTCH SETTLEMENT ST, DOWAGIAC, MI, 49047-8867","(-86.08214333557046, 41.98376695302013)"
THORNAPPLE KELLOGG PARENT TEACHER ORGANIZATION,B94Z,B,"3884 BENDER ROAD, MIDDLEVILLE, MI, 49333-0000","(-85.48619457142857, 42.709052428571425)"
VAN DYKE EDUCATIONAL ASSISTANT,J40,J,"11291 REPUBLIC AVE, WARREN, MI, 48089-1951","(-83.01164834782608, 42.465820521739126)"
LINCOLN BEHAVIORAL SERVICES,F320,F,"9315 TELEGRAPH RD, REDFORD, MI, 48239-1260","(-83.2750493939394, 42.362513257575756)"
TELECOMMUNICATIONS ASSOCIATION OF MICHIGAN FOUNDATION INC,O50,O,"600 W SHIAWASSEE ST, LANSING, MI, 48933-1032","(-84.560134, 42.737407)"
LITTLE LEAGUE BASEBALL INC,N63,N,"107 S TAMARACK ST, LAURIUM, MI, 49913-2422","(-88.4445977755102, 47.231894183673475)"
EISENHOWER PARENT TEACHER ORGANIZATION,B12,B,"33466 GARFIELD RD, FRASER, MI, 48026-1850","(-82.949778, 42.542908)"
ANOTHER ANN ARBOR,A20,A,"29340 WELLINGTON RD W, SOUTHFIELD, MI, 48034-4572","(-83.29367545074929, 42.5039813062099)"
BURCHAM HILLS RETIREMENT CENTER II,P750,P,"2700 BURCHAM DRIVE, EAST LANSING, MI, 48823-3898","(-84.44897891206136, 42.74362135)"
LAPEER TEAM WORK INC,J30Z,J,"286 W NEPESSING ST, LAPEER, MI, 48446-2194","(-83.31147618367346, 43.0544033877551)"
PTSA MICHIGAN CONGRESS OF PARENTS TEACHERS AND STUDENTS,B94,B,"30200 LYNDON ST, LIVONIA, MI, 48154-4465","(-83.34208329707113, 42.3907960083682)"
MICHIGAN STATE UNIVERSITY,O52,O,"2300 EAST GRAND RIVER AVENUE, HOWELL, MI, 48843-7574","(-83.917591, 42.602746)"
GRAND RAPIDS PUBLIC MUSEUM FOUNDATION,A50,A,"272 PEARL ST NW, GRAND RAPIDS, MI, 49504-5351","(-85.67673582707769, 42.965621799999994)"
NOKOMIS LEARNING CENTER,A230,A,"5153 MARSH RD, OKEMOS, MI, 48864-1104","(-84.41370753049301, 42.7299714)"
PARENTS ASSOCIATION FOR LAINGSBURG STUDENTS,B94Z,B,"117 PROSPECT ST, LAINGSBURG, MI, 48848-9653","(-84.3502304757957, 42.896405400000006)"
EDUCATIONAL STAFF ASSOCIATION OF THE ALLEGAN INTERMEDIATE,J40,J,"310 THOMAS ST, ALLEGAN, MI, 49010-9158","(-85.86004762068966, 42.51765262068965)"
OAKWOOD UNITED HOSPITALS INC,E22Z,E,"26901 BEAUMONT BLVD, SOUTHFIELD, MI, 48033-3849","(-83.2722071776657, 42.4828948)"
H H DOW HIGH SCHOOL BOOSTERS CLUB,B25I,B,"3901 N SAGINAW RD, MIDLAND, MI, 48640-2315","(-84.27594260214913, 43.638151)"
MICHIGAN STATE UNIVERSITY,O52,O,"315 W GREEN ST, MARSHALL, MI, 49068-1518","(-84.9634652, 42.2708131)"
DANIEL WALER CASSARD UNIT 208 AMERICAN LEGION AUXILIARY,W30,W,"133 44TH ST SE, GRAND RAPIDS, MI, 49548-4321","(-85.6359237, 42.8838288)"
MICHIGAN STATE UNIVERSITY,O52,O,"2300 EAST GRAND RIVER AVENUE, HOWELL, MI, 48843-7574","(-83.917591, 42.602746)"
MACOMB COUNTY ROTATING EMERGENCY SHELTER TEAM,L410,L,"215 S MAIN ST, MOUNT CLEMENS, MI, 48043-2400","(-82.88137511111111, 42.58971566666667)"
MSU ALUMNI ASSOCIATION OF GENESEE COUNTY,B84,B,"6419 BEECHER RD, FLINT, MI, 48532-2007","(-83.80762241496599, 43.030858217687076)"
GRAND RAPIDS PRIDE CENTER,R26,R,"343 ATLAS AVE SE, GRAND RAPIDS, MI, 49506-1701","(-85.63409343374506, 42.95627158894285)"
DETROIT LITERACY COALITION,B92,B,"5057 WOODWARD AVE, DETROIT, MI, 48202-4050","(-83.06530617013485, 42.3574667)"
SHEPHERDS CENTER OF GREATER KALAMAZOO,P81Z,P,"1833 S BURDICK ST, KALAMAZOO, MI, 49001-2715","(-85.58284302040816, 42.273549714285714)"
DOWNTOWN KALAMAZOO INC,S31,S,"162 E MICHIGAN AVE, KALAMAZOO, MI, 49007-3908","(-85.41491724528302, 42.28885062264151)"
ROMULUS NON-PROFIT SENIOR HOUSING INC C/O COOPERATIVE SERVICES INC,L22Z,L,"8425 E 12 MILE RD, WARREN, MI, 48093-2738","(-83.0112146, 42.5069648)"
ORCHARD HOUSING CORPORATION,B80,B,"2720 PINE HILL DR, TROY, MI, 48098-4211","(-83.20159811929544, 42.57994724569106)"
SOUTH OAKLAND SHELTER,L410,L,"46156 WOODWARD AVE, PONTIAC, MI, 48342-5033","(-83.2875858, 42.6301096)"
NOORTHOEK ACADEMY,B28Z,B,"143 BOSTWICK AVE NE, GRAND RAPIDS, MI, 49503-3201","(-85.66500098002209, 42.9665672)"
COMMUNITY LIVING SERVICES INC,P820,P,"35425 MICHIGAN AVE WEST, WAYNE, MI, 48184-9800","(-83.239771, 42.3072445)"
MICHIGAN STATE UNIVERSITY,O52,O,"723 EMERSON ST, SAGINAW, MI, 48607-1704","(-83.935318, 43.424218)"
CANDY PRODUCTIONS,A20Z,A,"1200 E STATE FAIR, DETROIT, MI, 48203-1238","(-83.091665, 42.439767)"
LAKE ST CLAIR SAVE OUR SOUTH CHANNEL LIGHTS,A82Z,A,"35488 ROOSEVELT ST, NEW BALTIMORE, MI, 48047-6323","(-82.74552988888888, 42.69257344444444)"
MICHIGAN STATE UNIVERSITY,O52,O,"200 NORTH MAIN STREET, MT PLEASANT, MI, 48858-2390","(-84.776556, 43.605434)"
ISLAMIC CENTER OF SAGINAW,X40Z,X,"114 N 4TH AVE, SAGINAW, MI, 48607-1406","(-83.92892742857143, 43.43213885714285)"
APOSTOLIC WORLDWIDE EVANGELISM,X20,X,"5277 ROSSITER AVE, WATERFORD, MI, 48329-1761","(-83.39214920378093, 42.695652698527056)"
BURTON HOLLOW CIVIC ASSOCIATION,S80,S,"16406 SURREY ST, LIVONIA, MI, 48154-2751","(-83.37519166834171, 42.40582819095478)"
UNITED IRISH SOCIETIES,A20,A,"2068 MICHIGAN AVE, DETROIT, MI, 48216-1303","(-83.07484716772419, 42.331638600000005)"
EPHESUS MISSIONARY BAPTIST CHURCH,X22,X,"16729 CEDERAMA DR, CLINTON TWP, MI, 48038-2760","(-82.95304714285714, 42.59232357142857)"
CHERRY STREET SERVICES INC,E320,E,"100 CHERRY ST SE, GRAND RAPIDS, MI, 49503-4526","(-85.6579828, 42.9593863)"
LIFE SERVICES SYSTEM OF OTTAWA COUNTY INC,P80Z,P,"479 COLUMBIA AVE, HOLLAND, MI, 49423-4252","(-86.100123, 42.779597)"
POVERTY AND SOCIAL REFORM INSTITUTE,V39Z,V,"8129 PACKARD AVE, WARREN, MI, 48089-5506","(-83.0246055959596, 42.45878613131313)"
KALKASKA LODGE 2348 LOYAL ORDER OF MOOSE,Y40Z,Y,"2210 M 66 SW, KALKASKA, MI, 49646-8951","(-85.175178, 44.662923)"
MOBILE COMMUNICATION SUPPORT UNIT,I60,I,"23060 HARDING AVE, HAZEL PARK, MI, 48030-1515","(-83.09341541100386, 42.4625197)"
PRH EDUCATION-USA,B99Z,B,"8382 RANCH ESTATES RD, CLARKSTON, MI, 48348-4033","(-83.33373979043279, 42.75951374938909)"
LOVE INC OF THE TRI-CITIES,P20Z,P,"326 N FERRY, GRAND HAVEN, MI, 49417-1183","(-86.2157022, 43.0527181)"
TARGET ALPENA 2000 CORPORATION,S30Z,S,"235 W CHISHOLM ST, ALPENA, MI, 49707-2485","(-83.43488618367347, 45.06365802040816)"
ISABELLA COUNTY NONPROFIT HOUSING CORPORATION,L20Z,L,"8131 E JEFFERSON AVE, DETROIT, MI, 48214-2691","(-82.99377693939394, 42.35222281818182)"
DOWNRIVER COUNCIL FOR THE ARTS,A26Z,A,"81 CHESTNUT ST, WYANDOTTE, MI, 48192-5205","(-83.14946160181043, 42.2049301)"
GREATER APOSTOLIC FAITH TEMPLE,X21,X,"4735 W FORT ST, DETROIT, MI, 48209-3212","(-83.09290564285715, 42.311219785714286)"
GREAT LAKES SAFETY TRAINING CENTER,M40,M,"1900 RIDGEWOOD DR, MIDLAND, MI, 48642-5865","(-84.18353269025933, 43.61547165)"
FOREST HILLS PTO & BOOSTERS COUNCIL,B84Z,B,"5901 HALL ST SE, GRAND RAPIDS, MI, 49546-3849","(-85.553255, 42.941005)"
IRONWOOD EDUCATION ASSOCIATION,B03,B,"650 E AYER ST, IRONWOOD, MI, 49938-2280","(-90.16036492644152, 46.4591519)"
MICHIGAN STATE UNIVERSITY,O52,O,"220 W ELLSWORTH ST, MIDLAND, MI, 48640-5180","(-84.24495945179325, 43.6157522)"
BRIDGEFORT INC,F33,F,"15562 HEMLOCK ST, DETROIT, MI, 48235-3843","(-83.1999209220145, 42.40971305934726)"
ALPHA GRAND RAPIDS,P450,P,"1725 DIVISION AVE S, GRAND RAPIDS, MI, 49507-1603","(-85.666449, 42.923049)"
WYANDOTTE COMMUNITY ALLIANCE,L20Z,L,"246 SYCAMORE ST, WYANDOTTE, MI, 48192-5948","(-83.15225651020408, 42.20112026530612)"
PROLITERACY DETROIT,B60,B,"1545 CHATEAUFORT PL, DETROIT, MI, 48207-2717","(-83.03508079630635, 42.34232712380301)"
MICHIGAN STATE UNIVERSITY,O52,O,"1800 IMLAY CITY RD, LAPEER, MI, 48446-3208","(-83.067131, 43.030149)"
GLADWIN OGEMAW HABITAT FOR HUMANITY,L20,L,"234 W CEDAR AVE, GLADWIN, MI, 48624-2020","(-84.48844034693877, 43.98075385714286)"
BLOOMFIELD HILLS OPTIMIST CLUB FOUNDATION INC,S80,S,"123 GUNDER DR, ROCHESTER HLS, MI, 48309-1230","(-83.20201823330277, 42.682260702329415)"
WYNDHAM,L220,L,"2400 PORTAGE ST, KALAMAZOO, MI, 49001-3728","(-85.570145, 42.26669)"
HELEN NEWBERRY JOY HOSPITAL,E22,E,"502 W HARRIE ST, NEWBERRY, MI, 49868-1209","(-85.51547046700507, 46.353496199999995)"
MISSION OPPORTUNITIES SHORT TERM,P20Z,P,"655 PHOENIX DR, ANN ARBOR, MI, 48108-2361","(-83.72911445, 42.23187485)"
FAITH CHARITY PENTECOSTAL GOSPEL CHURCH,X20Z,X,"907 JANES AVE, SAGINAW, MI, 48607-1638","(-83.93113432877439, 43.42931146390236)"
PTSA MICHIGAN CONGRESS OF PARENTS TEACHERS AND STUDENTS,B940,B,"3070 WOODBURY ST, COMMERCE TWP, MI, 48390-1480","(-83.50061928943236, 42.5659764)"
OAKWOOD HOME CARE SERVICES,E920,E,"26901 BEAUMONT BLVD, SOUTHFIELD, MI, 48033-3849","(-83.2722071776657, 42.4828948)"
GRAND RAPIDS COMMUNITY FOUNDATION,T310,T,"185 OAKES ST SW, GRAND RAPIDS, MI, 49503-4008","(-85.67312101348877, 42.960968594916935)"
HURON ISLAMIC SOCIETY,X40Z,X,"2950 KEEWAHDIN RD, FORT GRATIOT, MI, 48059-3526","(-82.45553410204082, 43.03962828571429)"
CHRIST CENTERED HOME INC,P73Z,P,"327 W MONROE ST, JACKSON, MI, 49202-2253","(-84.41363733333334, 42.26509986666667)"
TEENS INVOLVED MINISTRIES INC,O55Z,O,"714 MOORE ST, OWOSSO, MI, 48867-1929","(-84.16127215957151, 43.00973363690296)"
CRYSTAL COMMUNITY SKI CLUB,N40,N,"12500 CRYSTAL MOUNTAIN DR, THOMPSONVILLE, MI, 49683-9393","(-85.9906893, 44.5193074)"
WASHINGTON WOODS HOUSING CORPORATION,L21Z,L,"5801 S WASHINGTON AVE, LANSING, MI, 48911-4906","(-84.562823, 42.673714)"
STUDENT LEADERSHIP SERVICES INC,F20P,F,"1150 SCOTT LAKE RD, WATERFORD, MI, 48328-1525","(-83.34645748654324, 42.65679190791624)"
CROSSROADS MINISTRIES INC,X20Z,X,"705 S OTSEGO AVE, GAYLORD, MI, 49735-1722","(-84.67753697183099, 45.02039623943662)"
GREAT LAKES INVITATIONAL CONFERENCE ASSOCIATION,B80Z,B,"851 MAYBURN ST, DEARBORN, MI, 48128-1610","(-83.27329394630871, 42.317777825503356)"
GREATER DETROIT AND WINDSOR JAPAN AMERICA SOCIETY,Q200,Q,"1109 WOODWARD AVE, DETROIT, MI, 48226-0000","(-83.04757909090908, 42.332502636363635)"
REDEMPTIVE LOVE CHRISTIAN CENTER C/O KENNETH JENKINS,X20Z,X,"18170 ALTA VISTA DR, SOUTHFIELD, MI, 48075-1806","(-83.22249265073286, 42.47797140087229)"
DELTA AREA TRANSIT AUTHORITY,W40,W,"2901 27TH AVE N, ESCANABA, MI, 49829-9310","(-87.08948321817866, 45.77958225)"
BRANCH COUNTY ECONOMIC GROWTH ALLIANCE INC,S31Z,S,"1 GRAND ST, COLDWATER, MI, 49036-1620","(-85.000612, 41.941948)"
GEORGE WASHINGTON CARVER COMMUNITY CENTER,N30,N,"436 JEFFERSON ST, THREE RIVERS, MI, 49093-1123","(-85.6201059, 41.950132)"
MICHIGAN STATE UNIVERSITY,O52,O,"1142 SOUTH VAN DYKE, BAD AXE, MI, 48413-9800","(-83.04245767033946, 43.80054292695147)"
CHURCHILL PORTER PARENT TEACHER ORGANIZATION PTO,B94Z,B,"961 PORTER RD, NORTON SHORES, MI, 49441-5849","(-86.26794874645248, 43.1572717)"
SPINA BIFIDA ASSOCIATION OF SOUTHEASTERN MICHIGAN,P82Z,P,"12240 WOODCREST ST, TAYLOR, MI, 48180-9299","(-83.2571178895843, 42.217349036041135)"
SPECTRUM COMMUNITY SERVICES,P73Z,P,"28303 JOY RD, WESTLAND, MI, 48185-5524","(-83.32077228571428, 42.354924714285715)"
DIVISION EIGHT OF THE NORTH CENTRAL REGION OF THE NMRA INC,A99,A,"48103 LAMPLIGHTER TRL, MACOMB, MI, 48044-1432","(-82.93032147515069, 42.65149217868461)"
LINH SON BUDDHIST TEMPLE,X50,X,"2424 ROGUE RIVER RD NE, BELMONT, MI, 49306-9260","(-85.608589, 43.07168407692308)"
HABITAT FOR HUMANITY INTERNATIONAL INC,L200,L,"1703 S SAGINAW RD, MIDLAND, MI, 48640-5633","(-84.21454414838792, 43.61515578043369)"
LIGHT AND LIFE MINISTRIES INCORPORATED,P20,P,"22265 IVANHOE LN, SOUTHFIELD, MI, 48034-5114","(-83.26499343743815, 42.49763101546335)"
CHRISTIAN ASSOCIATION FOR MEDICAL MISSIONS,Q300,Q,"38815 DEQUINDRE ROAD, TROY, MI, 48083-6810","(-83.0894227638191, 42.577095949748745)"
HOLLAND CHRISTIAN EDUCATION FOUNDATION,B20J,B,"956 OTTAWA AVE, HOLLAND, MI, 49423-4628","(-86.12658542857143, 42.762221714285715)"
MACOMB AUDUBON SOCIETY,C30Z,C,"3353 ALLINGTON ST, CHINA, MI, 48054-1008","(-82.59403738013121, 42.80376052919168)"
FIRST COMMUNITY AME HOUSING INC,L22Z,L,"8131 E JEFFERSON AVE, DETROIT, MI, 48214-2610","(-82.99377693939394, 42.35222281818182)"
PLOWSHARES THEATRE COMPANY,A650,A,"440 BURROUGHS ST, DETROIT, MI, 48202-3429","(-83.07302672382917, 42.3650746)"
GRANDMONT ROSEDALE DEVELOPMENT CORPORATION,L250,L,"19800 GRAND RIVER AVE, DETROIT, MI, 48223-1227","(-83.236641, 42.408172)"
FRIENDS OF THE ST CLAIR COUNTY LIBRARY,A99,A,"210 MCMORRAN BLVD, PORT HURON, MI, 48060-4014","(-82.42149204141609, 42.9782891)"
GLEN ARBOR ARTS CENTER,A200,A,"6031 S LAKE STREET, GLEN ARBOR, MI, 49636-0000","(-85.98772490784202, 44.896484400000006)"
CLASSIC BOOSTERS CLUB INC,N7XI,N,"1813 NORTHFIELD DR, ROCHESTER HLS, MI, 48309-3822","(-83.16791939289489, 42.63851063454626)"
NEW FELLOWSHIP CHURCH OF THE ROCK C/O ANDREW HAWK,X20Z,X,"15490 SCHAEFER HWY, DETROIT, MI, 48227-3340","(-83.17902407870788, 42.4055032)"
MICHIGAN HISTORY FOUNDATION INC,A82Z,A,"702 W KALAMAZOO ST, LANSING, MI, 48915-1609","(-84.56313954964185, 42.732159249999995)"
COPPER COUNTRY COMMUNITY ARTS COUNCIL,A400,A,"126 QUINCY ST, HANCOCK, MI, 49930-1827","(-88.57948714285713, 47.1268921632653)"
COMMUNITY OUTREACH & EVANGELISM CORPORATION,S80,S,"1799 E STATE FAIR, DETROIT, MI, 48203-1312","(-83.08467922903301, 42.4402824)"
ROSEVILLE HISTORICAL & GENEALOGICAL SOCIETY,A80,A,"19004 BIRMINGHAM ST, ROSEVILLE, MI, 48066-4185","(-82.92557270955986, 42.51051708025464)"
DICKINSON IRON COMMUNITY SERVICES AGENCY,P20Z,P,"1238 CARPENTER AVE, IRON MOUNTAIN, MI, 49801-4724","(-88.068356, 45.819439)"
FRIENDS OF CHELSEA DISTRICT LIBRARY,B71Z,B,"221 S MAIN ST, CHELSEA, MI, 48118-1267","(-84.020371, 42.31692057142857)"
MICHIGAN STATE UNIVERSITY,O52,O,"1800 IMLAY CITY RD, LAPEER, MI, 48446-3208","(-83.067131, 43.030149)"
MICHIGAN ASSOCIATION OF MUNICIPAL CEMETRIES,S41,S,"400 S HARRISON ST, LUDINGTON, MI, 49431-2175","(-86.446487, 43.952385)"
TROY CHRISTIAN CHAPEL,X20,X,"400 E LONG LAKE RD, TROY, MI, 48085-4742","(-83.14072242142058, 42.591087)"
PEACE CHURCH PRESBYTERIAN VILLAGE NONPROFIT HOUSING CORPORATION,L220,L,"17275 15 MILE RD, CLINTON TWP, MI, 48035-6208","(-82.94411821168897, 42.55375360384845)"
DONALD J YACKS PARENT-TEACHER CLUB OF THE L ANSE CREUSE PUBLIC,B94,B,"34700 UNION LAKE RD, HARRISON TWP, MI, 48045-3143","(-82.86344979160943, 42.55037900000001)"
MICHIGAN STATE UNIVERSITY,O52,O,"1500 BIRCH STREET, HANCOCK, MI, 49930-1052","(-88.6056481566265, 47.13520775903614)"
HUDA SCHOOL INC,B20Z,B,"32220 FRANKLIN RD, FRANKLIN, MI, 48025-1131","(-83.30579257413495, 42.525056448306195)"
ALL THE WORLDS A STAGE,A65Z,A,"40027 AYNESLEY ST, CLINTON TWP, MI, 48038-2731","(-82.96279897058824, 42.591268432773106)"
DEVELOPMENTAL ESSENTIAL SERVICES,P82Z,P,"44870 VIC WERTZ DR, CLINTON TWP, MI, 48036-1250","(-82.86949496306045, 42.627796029547035)"
NEW LIFE VINEYARD CHURCH,X21,X,"1014 E ASHMAN ST, MIDLAND, MI, 48642-5151","(-84.2149651806152, 43.626170450000004)"
LAKE ORION NURSING CENTER CORPORATION,E91,E,"50 N PERRY ST, PONTIAC, MI, 48342-2217","(-83.2914205826481, 42.6382752)"
VETS INCORPORATED,P80,P,"5019 SKYLARK DR, MONROE, MI, 48161-5440","(-83.43459700892495, 41.88051875216727)"
MICHIGAN STATE UNIVERSITY,O52,O,"200 GRAND RIVER AVENUE, PORT HURON, MI, 48060-4018","(-82.42118491919192, 42.977406434343436)"
HOLLAND HISTORIC NEIGHBORHOOD ASSOCIATION,A80,A,"230 W 11TH ST, HOLLAND, MI, 49423-3208","(-86.11763472727272, 42.787412606060606)"
GREATER FELLOWSHIP MISSIONARY BAPTIST CHURCH,X21,X,"5000 14TH ST, DETROIT, MI, 48208-2006","(-83.0866314, 42.34982365)"
MECOSTA COUNTY HISTORICAL SOCIETY C/O JUDY IRVIN,A54Z,A,"129 S STEWART AVE, BIG RAPIDS, MI, 49307-1968","(-85.47881628571429, 43.697941285714286)"
F L A G INC,Q220,Q,"414 SOUTH BURDICK, KALAMAZOO, MI, 49007-6219","(-85.58319814285714, 42.28847042857143)"
MICHIGAN STATE UNIVERSITY,O52,O,"200 GRAND RIVER AVENUE, PORT HURON, MI, 48060-4018","(-82.42118491919192, 42.977406434343436)"
TRI-COUNTY QUILT GUILD,N50,N,"37742 INGLESIDE ST, CLINTON TWP, MI, 48036-2620","(-82.89177551515151, 42.575403424242424)"
HOLY FAMILY FUTURES FOUNDATION INC,X99Z,X,"9669 KRAFT AVE SE, CALEDONIA, MI, 49316-9761","(-85.52685454494676, 42.789043426659184)"
ALPHA PHI HOUSING CORPORATION,P24,P,"11942 PRAIRIE EDGE ST, SCHOOLCRAFT, MI, 49087-8810","(-85.62249114285714, 42.14429057142857)"
NATIONAL KITCHEN & BATH ASSOC,Y03,Y,"1851 CHESHIRE LN, COMMERCE TWP, MI, 48382-5500","(-83.50785489668328, 42.60910549337713)"
PARTICULAR COUNCIL OF JACKSON,P99,P,"1812 SPRING ARBOR RD, JACKSON, MI, 49203-2704","(-84.436082, 42.239212)"
PROSPECT MISSIONARY BAPTIST CHURCH,X21,X,"351 PROSPECT ST, PONTIAC, MI, 48341-3247","(-83.2747185263158, 42.62547815789473)"
THE GREENVILLE AREA COMMUNITY FOUNDATION,T31,T,"225 N LAFAYETTE ST, GREENVILLE, MI, 48838-1855","(-85.2532212, 43.1827141)"
TEKONSHA HISTORICAL SOCIETY,A50,A,"13400 L DR S, TEKONSHA, MI, 49092-9443","(-85.03370391860466, 42.15957447674419)"
CAPITAL AREA YOUTH SPORTS ASSOCIATION,N63,N,"4615 N GRAND RIVER AVE, LANSING, MI, 48906-2535","(-84.59271914285715, 42.76723871428571)"
GEORGE A FALK POST 5977 VETERANS OF FOREIGN WARS,W30,W,"12603 PLANK RD, MILAN, MI, 48160-9165","(-83.6579696, 42.0713382)"
BOYD R LARSON MIDDLE SCHOOL PARENT AND TEACHER ORGANIZATION,B94,B,"2222 E LONG LAKE RD, TROY, MI, 48085-3502","(-83.1056953699491, 42.589555849999996)"
HUTZEL WARREN AA GROUP,F20,F,"5151 HOWE ST, SHELBY TWP, MI, 48317-3063","(-83.05937791042098, 42.642161030174044)"
ST CHARLES ATHLETIC ASSOCIATION INC,N12,N,"881 W WALNUT ST, SAINT CHARLES, MI, 48655-1257","(-84.15381273469387, 43.29937134693877)"
MANISTEE SAINTS BASEBALL CLUB INC,N63,N,"448 2ND ST, MANISTEE, MI, 49660-1542","(-86.32637895652174, 44.245174739130434)"
BAKER COLLEGE,B420,B,"2000 SAINT CLAIR ST, PORT HURON, MI, 48060-3104","(-82.42821917586367, 42.99641615)"
MECOSTA COUNTY SENIOR CENTER BOARD OF DIRECTORS INC,P80Z,P,"12954 80TH AVE, MECOSTA, MI, 49332-9591","(-85.24520179396985, 43.65433567336683)"
APOSTOLIC FAITH PRAYER TEMPLE,X20Z,X,"8520 MARLOWE ST, DETROIT, MI, 48228-2432","(-83.18822221569154, 42.356222028551585)"
BRANCH COUNTY LITERACY COUNCIL,B92Z,B,"10 E CHICAGO ST, COLDWATER, MI, 49036-1615","(-85.00029494117646, 41.94047052941176)"
